,date,province,confirmed
1681,2020-04-27,Gyeongsangnam-do,117
1682,2020-04-27,Jeju-do,13
1683,2020-04-28,Seoul,633
1684,2020-04-28,Busan,137
1685,2020-04-28,Daegu,6849
1686,2020-04-28,Incheon,93
1687,2020-04-28,Gwangju,30
1688,2020-04-28,Daejeon,40
1689,2020-04-28,Ulsan,43
1691,2020-04-28,Gyeonggi-do,674
1692,2020-04-28,Gangwon-do,53
1693,2020-04-28,Chungcheongbuk-do,45
1694,2020-04-28,Chungcheongnam-do,142
1695,2020-04-28,Jeollabuk-do,18
1696,2020-04-28,Jeollanam-do,15
1697,2020-04-28,Gyeongsangbuk-do,1365
1698,2020-04-28,Gyeongsangnam-do,117
1699,2020-04-28,Jeju-do,13
1700,2020-04-29,Seoul,633
1701,2020-04-29,Busan,137
1702,2020-04-29,Daegu,6852
1703,2020-04-29,Incheon,93
1704,2020-04-29,Gwangju,30
1705,2020-04-29,Daejeon,40
1706,2020-04-29,Ulsan,43
1708,2020-04-29,Gyeonggi-do,676
1709,2020-04-29,Gangwon-do,53
1710,2020-04-29,Chungcheongbuk-do,45
1711,2020-04-29,Chungcheongnam-do,143
1712,2020-04-29,Jeollabuk-do,18
1713,2020-04-29,Jeollanam-do,15
1714,2020-04-29,Gyeongsangbuk-do,1365
1715,2020-04-29,Gyeongsangnam-do,117
1716,2020-04-29,Jeju-do,13
1717,2020-04-30,Seoul,633
1718,2020-04-30,Busan,137
1719,2020-04-30,Daegu,6852
1720,2020-04-30,Incheon,93
1721,2020-04-30,Gwangju,30
1722,2020-04-30,Daejeon,40
1723,2020-04-30,Ulsan,43
1725,2020-04-30,Gyeonggi-do,676
1726,2020-04-30,Gangwon-do,53
1727,2020-04-30,Chungcheongbuk-do,45
1728,2020-04-30,Chungcheongnam-do,143
1729,2020-04-30,Jeollabuk-do,18
1730,2020-04-30,Jeollanam-do,15
1731,2020-04-30,Gyeongsangbuk-do,1365
1732,2020-04-30,Gyeongsangnam-do,117
1733,2020-04-30,Jeju-do,13
1734,2020-05-01,Seoul,634
1735,2020-05-01,Busan,137
1736,2020-05-01,Daegu,6852
1737,2020-05-01,Incheon,94
1738,2020-05-01,Gwangju,30
1739,2020-05-01,Daejeon,40
1740,2020-05-01,Ulsan,43
1742,2020-05-01,Gyeonggi-do,678
1743,2020-05-01,Gangwon-do,53
1744,2020-05-01,Chungcheongbuk-do,45
1745,2020-05-01,Chungcheongnam-do,143
1746,2020-05-01,Jeollabuk-do,18
1747,2020-05-01,Jeollanam-do,15
1748,2020-05-01,Gyeongsangbuk-do,1366
1749,2020-05-01,Gyeongsangnam-do,117
1750,2020-05-01,Jeju-do,13
1751,2020-05-02,Seoul,635
1752,2020-05-02,Busan,138
1753,2020-05-02,Daegu,6852
1754,2020-05-02,Incheon,95
1755,2020-05-02,Gwangju,30
1756,2020-05-02,Daejeon,40
1757,2020-05-02,Ulsan,43
1759,2020-05-02,Gyeonggi-do,678
1760,2020-05-02,Gangwon-do,53
1761,2020-05-02,Chungcheongbuk-do,45
1762,2020-05-02,Chungcheongnam-do,143
1763,2020-05-02,Jeollabuk-do,18
1764,2020-05-02,Jeollanam-do,15
1765,2020-05-02,Gyeongsangbuk-do,1366
1766,2020-05-02,Gyeongsangnam-do,117
1767,2020-05-02,Jeju-do,13
1768,2020-05-03,Seoul,637
1769,2020-05-03,Busan,138
1770,2020-05-03,Daegu,6856
1771,2020-05-03,Incheon,95
1772,2020-05-03,Gwangju,30
1773,2020-05-03,Daejeon,40
1774,2020-05-03,Ulsan,43
1776,2020-05-03,Gyeonggi-do,680
1777,2020-05-03,Gangwon-do,53
1778,2020-05-03,Chungcheongbuk-do,45
1779,2020-05-03,Chungcheongnam-do,143
1780,2020-05-03,Jeollabuk-do,18
1781,2020-05-03,Jeollanam-do,15
1782,2020-05-03,Gyeongsangbuk-do,1366
1783,2020-05-03,Gyeongsangnam-do,117
1784,2020-05-03,Jeju-do,13
1785,2020-05-04,Seoul,637
1786,2020-05-04,Busan,138
1787,2020-05-04,Daegu,6856
1788,2020-05-04,Incheon,96
1789,2020-05-04,Gwangju,30
1790,2020-05-04,Daejeon,40
1791,2020-05-04,Ulsan,44
1793,2020-05-04,Gyeonggi-do,681
1794,2020-05-04,Gangwon-do,53
1795,2020-05-04,Chungcheongbuk-do,45
1796,2020-05-04,Chungcheongnam-do,143
1797,2020-05-04,Jeollabuk-do,18
1798,2020-05-04,Jeollanam-do,16
1799,2020-05-04,Gyeongsangbuk-do,1366
1800,2020-05-04,Gyeongsangnam-do,117
1801,2020-05-04,Jeju-do,13
1802,2020-05-05,Seoul,637
1803,2020-05-05,Busan,138
1804,2020-05-05,Daegu,6856
1805,2020-05-05,Incheon,97
1806,2020-05-05,Gwangju,30
1807,2020-05-05,Daejeon,40
1808,2020-05-05,Ulsan,44
1810,2020-05-05,Gyeonggi-do,681
1811,2020-05-05,Gangwon-do,53
1812,2020-05-05,Chungcheongbuk-do,45
1813,2020-05-05,Chungcheongnam-do,143
1814,2020-05-05,Jeollabuk-do,18
1815,2020-05-05,Jeollanam-do,16
1816,2020-05-05,Gyeongsangbuk-do,1366
1817,2020-05-05,Gyeongsangnam-do,117
1818,2020-05-05,Jeju-do,13
1819,2020-05-06,Seoul,637
1820,2020-05-06,Busan,138
1821,2020-05-06,Daegu,6856
1822,2020-05-06,Incheon,97
1823,2020-05-06,Gwangju,30
1824,2020-05-06,Daejeon,40
1825,2020-05-06,Ulsan,44
1827,2020-05-06,Gyeonggi-do,681
1828,2020-05-06,Gangwon-do,53
1829,2020-05-06,Chungcheongbuk-do,45
1830,2020-05-06,Chungcheongnam-do,143
1831,2020-05-06,Jeollabuk-do,18
1832,2020-05-06,Jeollanam-do,16
1833,2020-05-06,Gyeongsangbuk-do,1366
1834,2020-05-06,Gyeongsangnam-do,117
1835,2020-05-06,Jeju-do,13
1836,2020-05-07,Seoul,637
1837,2020-05-07,Busan,138
1838,2020-05-07,Daegu,6856
1839,2020-05-07,Incheon,97
1840,2020-05-07,Gwangju,30
1841,2020-05-07,Daejeon,41
1842,2020-05-07,Ulsan,44
1844,2020-05-07,Gyeonggi-do,682
1845,2020-05-07,Gangwon-do,53
1846,2020-05-07,Chungcheongbuk-do,46
1847,2020-05-07,Chungcheongnam-do,143
1848,2020-05-07,Jeollabuk-do,18
1849,2020-05-07,Jeollanam-do,16
1850,2020-05-07,Gyeongsangbuk-do,1366
1851,2020-05-07,Gyeongsangnam-do,117
1852,2020-05-07,Jeju-do,13
1853,2020-05-08,Seoul,637
1854,2020-05-08,Busan,140
1855,2020-05-08,Daegu,6859
1856,2020-05-08,Incheon,97
1857,2020-05-08,Gwangju,30
1858,2020-05-08,Daejeon,41
1859,2020-05-08,Ulsan,44
1861,2020-05-08,Gyeonggi-do,684
1862,2020-05-08,Gangwon-do,53
1863,2020-05-08,Chungcheongbuk-do,47
1864,2020-05-08,Chungcheongnam-do,143
1865,2020-05-08,Jeollabuk-do,19
1866,2020-05-08,Jeollanam-do,16
1867,2020-05-08,Gyeongsangbuk-do,1366
1868,2020-05-08,Gyeongsangnam-do,117
1869,2020-05-08,Jeju-do,13
1870,2020-05-09,Seoul,649
1871,2020-05-09,Busan,141
1872,2020-05-09,Daegu,6859
1873,2020-05-09,Incheon,98
1874,2020-05-09,Gwangju,30
1875,2020-05-09,Daejeon,41
1876,2020-05-09,Ulsan,44
1878,2020-05-09,Gyeonggi-do,688
1879,2020-05-09,Gangwon-do,53
1880,2020-05-09,Chungcheongbuk-do,47
1881,2020-05-09,Chungcheongnam-do,143
1882,2020-05-09,Jeollabuk-do,19
1883,2020-05-09,Jeollanam-do,16
1884,2020-05-09,Gyeongsangbuk-do,1366
1885,2020-05-09,Gyeongsangnam-do,117
1886,2020-05-09,Jeju-do,13
1887,2020-05-10,Seoul,663
1888,2020-05-10,Busan,141
1889,2020-05-10,Daegu,6861
1890,2020-05-10,Incheon,101
1891,2020-05-10,Gwangju,30
1892,2020-05-10,Daejeon,41
1893,2020-05-10,Ulsan,44
1895,2020-05-10,Gyeonggi-do,694
1896,2020-05-10,Gangwon-do,53
1897,2020-05-10,Chungcheongbuk-do,49
1898,2020-05-10,Chungcheongnam-do,143
1899,2020-05-10,Jeollabuk-do,19
1900,2020-05-10,Jeollanam-do,16
1901,2020-05-10,Gyeongsangbuk-do,1366
1902,2020-05-10,Gyeongsangnam-do,117
1903,2020-05-10,Jeju-do,14
1904,2020-05-11,Seoul,683
1905,2020-05-11,Busan,141
1906,2020-05-11,Daegu,6861
1907,2020-05-11,Incheon,104
1908,2020-05-11,Gwangju,30
1909,2020-05-11,Daejeon,41
1910,2020-05-11,Ulsan,44
1912,2020-05-11,Gyeonggi-do,698
1913,2020-05-11,Gangwon-do,54
1914,2020-05-11,Chungcheongbuk-do,52
1915,2020-05-11,Chungcheongnam-do,143
1916,2020-05-11,Jeollabuk-do,19
1917,2020-05-11,Jeollanam-do,16
1918,2020-05-11,Gyeongsangbuk-do,1366
1919,2020-05-11,Gyeongsangnam-do,117
1920,2020-05-11,Jeju-do,14
1921,2020-05-12,Seoul,695
1922,2020-05-12,Busan,141
1923,2020-05-12,Daegu,6862
1924,2020-05-12,Incheon,105
1925,2020-05-12,Gwangju,30
1926,2020-05-12,Daejeon,43
1927,2020-05-12,Ulsan,44
1929,2020-05-12,Gyeonggi-do,706
1930,2020-05-12,Gangwon-do,54
1931,2020-05-12,Chungcheongbuk-do,52
1932,2020-05-12,Chungcheongnam-do,143
1933,2020-05-12,Jeollabuk-do,19
1934,2020-05-12,Jeollanam-do,16
1935,2020-05-12,Gyeongsangbuk-do,1367
1936,2020-05-12,Gyeongsangnam-do,118
1937,2020-05-12,Jeju-do,14
1938,2020-05-13,Seoul,707
1939,2020-05-13,Busan,144
1940,2020-05-13,Daegu,6865
1941,2020-05-13,Incheon,107
1942,2020-05-13,Gwangju,30
1943,2020-05-13,Daejeon,43
1944,2020-05-13,Ulsan,45
1946,2020-05-13,Gyeonggi-do,708
1947,2020-05-13,Gangwon-do,54
1948,2020-05-13,Chungcheongbuk-do,52
1949,2020-05-13,Chungcheongnam-do,143
1950,2020-05-13,Jeollabuk-do,20
1951,2020-05-13,Jeollanam-do,16
1952,2020-05-13,Gyeongsangbuk-do,1367
1953,2020-05-13,Gyeongsangnam-do,119
1954,2020-05-13,Jeju-do,14
1955,2020-05-14,Seoul,711
1956,2020-05-14,Busan,144
1957,2020-05-14,Daegu,6865
1958,2020-05-14,Incheon,119
1959,2020-05-14,Gwangju,30
1960,2020-05-14,Daejeon,43
1961,2020-05-14,Ulsan,45
1963,2020-05-14,Gyeonggi-do,714
1964,2020-05-14,Gangwon-do,55
1965,2020-05-14,Chungcheongbuk-do,55
1966,2020-05-14,Chungcheongnam-do,144
1967,2020-05-14,Jeollabuk-do,20
1968,2020-05-14,Jeollanam-do,17
1969,2020-05-14,Gyeongsangbuk-do,1368
1970,2020-05-14,Gyeongsangnam-do,119
1971,2020-05-14,Jeju-do,14
1972,2020-05-15,Seoul,725
1973,2020-05-15,Busan,144
1974,2020-05-15,Daegu,6868
1975,2020-05-15,Incheon,124
1976,2020-05-15,Gwangju,30
1977,2020-05-15,Daejeon,43
1978,2020-05-15,Ulsan,45
1980,2020-05-15,Gyeonggi-do,717
1981,2020-05-15,Gangwon-do,55
1982,2020-05-15,Chungcheongbuk-do,55
1983,2020-05-15,Chungcheongnam-do,144
1984,2020-05-15,Jeollabuk-do,20
1985,2020-05-15,Jeollanam-do,18
1986,2020-05-15,Gyeongsangbuk-do,1368
1987,2020-05-15,Gyeongsangnam-do,119
1988,2020-05-15,Jeju-do,14
1989,2020-05-16,Seoul,730
1990,2020-05-16,Busan,144
1991,2020-05-16,Daegu,6869
1992,2020-05-16,Incheon,124
1993,2020-05-16,Gwangju,30
1994,2020-05-16,Daejeon,43
1995,2020-05-16,Ulsan,45
1997,2020-05-16,Gyeonggi-do,721
1998,2020-05-16,Gangwon-do,55
1999,2020-05-16,Chungcheongbuk-do,56
2000,2020-05-16,Chungcheongnam-do,144
2001,2020-05-16,Jeollabuk-do,20
2002,2020-05-16,Jeollanam-do,18
2003,2020-05-16,Gyeongsangbuk-do,1368
2004,2020-05-16,Gyeongsangnam-do,119
2005,2020-05-16,Jeju-do,14
2006,2020-05-17,Seoul,735
2007,2020-05-17,Busan,144
2008,2020-05-17,Daegu,6870
2009,2020-05-17,Incheon,124
2010,2020-05-17,Gwangju,30
2011,2020-05-17,Daejeon,44
2012,2020-05-17,Ulsan,45
2014,2020-05-17,Gyeonggi-do,721
2015,2020-05-17,Gangwon-do,55
2016,2020-05-17,Chungcheongbuk-do,56
2017,2020-05-17,Chungcheongnam-do,144
2018,2020-05-17,Jeollabuk-do,20
2019,2020-05-17,Jeollanam-do,18
2020,2020-05-17,Gyeongsangbuk-do,1368
2021,2020-05-17,Gyeongsangnam-do,121
2022,2020-05-17,Jeju-do,14
2023,2020-05-18,Seoul,736
2024,2020-05-18,Busan,144
2025,2020-05-18,Daegu,6871
2026,2020-05-18,Incheon,124
2027,2020-05-18,Gwangju,30
2028,2020-05-18,Daejeon,44
2029,2020-05-18,Ulsan,45
2031,2020-05-18,Gyeonggi-do,724
2032,2020-05-18,Gangwon-do,55
2033,2020-05-18,Chungcheongbuk-do,59
2034,2020-05-18,Chungcheongnam-do,144
2035,2020-05-18,Jeollabuk-do,20
2036,2020-05-18,Jeollanam-do,18
2037,2020-05-18,Gyeongsangbuk-do,1368
2038,2020-05-18,Gyeongsangnam-do,121
2039,2020-05-18,Jeju-do,14
2040,2020-05-19,Seoul,742
2041,2020-05-19,Busan,144
2042,2020-05-19,Daegu,6871
2043,2020-05-19,Incheon,126
2044,2020-05-19,Gwangju,30
2045,2020-05-19,Daejeon,44
2046,2020-05-19,Ulsan,49
2048,2020-05-19,Gyeonggi-do,725
2049,2020-05-19,Gangwon-do,55
2050,2020-05-19,Chungcheongbuk-do,59
2051,2020-05-19,Chungcheongnam-do,144
2052,2020-05-19,Jeollabuk-do,20
2053,2020-05-19,Jeollanam-do,18
2054,2020-05-19,Gyeongsangbuk-do,1368
2055,2020-05-19,Gyeongsangnam-do,121
2056,2020-05-19,Jeju-do,14
2057,2020-05-20,Seoul,752
2058,2020-05-20,Busan,144
2059,2020-05-20,Daegu,6872
2060,2020-05-20,Incheon,134
2061,2020-05-20,Gwangju,30
2062,2020-05-20,Daejeon,44
2063,2020-05-20,Ulsan,49
2065,2020-05-20,Gyeonggi-do,735
2066,2020-05-20,Gangwon-do,55
2067,2020-05-20,Chungcheongbuk-do,59
2068,2020-05-20,Chungcheongnam-do,144
2069,2020-05-20,Jeollabuk-do,21
2070,2020-05-20,Jeollanam-do,18
2071,2020-05-20,Gyeongsangbuk-do,1368
2072,2020-05-20,Gyeongsangnam-do,121
2073,2020-05-20,Jeju-do,14
2074,2020-05-21,Seoul,756
2075,2020-05-21,Busan,144
2076,2020-05-21,Daegu,6872
2077,2020-05-21,Incheon,140
2078,2020-05-21,Gwangju,30
2079,2020-05-21,Daejeon,44
2080,2020-05-21,Ulsan,49
2082,2020-05-21,Gyeonggi-do,735
2083,2020-05-21,Gangwon-do,55
2084,2020-05-21,Chungcheongbuk-do,59
2085,2020-05-21,Chungcheongnam-do,145
2086,2020-05-21,Jeollabuk-do,21
2087,2020-05-21,Jeollanam-do,18
2088,2020-05-21,Gyeongsangbuk-do,1368
2089,2020-05-21,Gyeongsangnam-do,121
2090,2020-05-21,Jeju-do,14
2091,2020-05-22,Seoul,758
2092,2020-05-22,Busan,144
2093,2020-05-22,Daegu,6872
2094,2020-05-22,Incheon,141
2095,2020-05-22,Gwangju,30
2096,2020-05-22,Daejeon,44
2097,2020-05-22,Ulsan,50
2099,2020-05-22,Gyeonggi-do,741
2100,2020-05-22,Gangwon-do,55
2101,2020-05-22,Chungcheongbuk-do,59
2102,2020-05-22,Chungcheongnam-do,145
2103,2020-05-22,Jeollabuk-do,21
2104,2020-05-22,Jeollanam-do,18
2105,2020-05-22,Gyeongsangbuk-do,1370
2106,2020-05-22,Gyeongsangnam-do,122
2107,2020-05-22,Jeju-do,14
2108,2020-05-23,Seoul,762
2109,2020-05-23,Busan,144
2110,2020-05-23,Daegu,6873
2111,2020-05-23,Incheon,141
2112,2020-05-23,Gwangju,30
2113,2020-05-23,Daejeon,45
2114,2020-05-23,Ulsan,50
2116,2020-05-23,Gyeonggi-do,754
2117,2020-05-23,Gangwon-do,55
2118,2020-05-23,Chungcheongbuk-do,59
2119,2020-05-23,Chungcheongnam-do,145
2120,2020-05-23,Jeollabuk-do,21
2121,2020-05-23,Jeollanam-do,18
2122,2020-05-23,Gyeongsangbuk-do,1370
2123,2020-05-23,Gyeongsangnam-do,123
2124,2020-05-23,Jeju-do,14
2125,2020-05-24,Seoul,768
2126,2020-05-24,Busan,144
2127,2020-05-24,Daegu,6873
2128,2020-05-24,Incheon,143
2129,2020-05-24,Gwangju,30
2130,2020-05-24,Daejeon,45
2131,2020-05-24,Ulsan,50
2133,2020-05-24,Gyeonggi-do,760
2134,2020-05-24,Gangwon-do,56
2135,2020-05-24,Chungcheongbuk-do,59
2136,2020-05-24,Chungcheongnam-do,145
2137,2020-05-24,Jeollabuk-do,21
2138,2020-05-24,Jeollanam-do,18
2139,2020-05-24,Gyeongsangbuk-do,1376
2140,2020-05-24,Gyeongsangnam-do,123
2141,2020-05-24,Jeju-do,14
2142,2020-05-25,Seoul,774
2143,2020-05-25,Busan,144
2144,2020-05-25,Daegu,6874
2145,2020-05-25,Incheon,144
2146,2020-05-25,Gwangju,30
2147,2020-05-25,Daejeon,45
2148,2020-05-25,Ulsan,50
2150,2020-05-25,Gyeonggi-do,766
2151,2020-05-25,Gangwon-do,56
2152,2020-05-25,Chungcheongbuk-do,59
2153,2020-05-25,Chungcheongnam-do,145
2154,2020-05-25,Jeollabuk-do,21
2155,2020-05-25,Jeollanam-do,18
2156,2020-05-25,Gyeongsangbuk-do,1377
2157,2020-05-25,Gyeongsangnam-do,123
2158,2020-05-25,Jeju-do,14
2159,2020-05-26,Seoul,783
2160,2020-05-26,Busan,144
2161,2020-05-26,Daegu,6875
2162,2020-05-26,Incheon,147
2163,2020-05-26,Gwangju,30
2164,2020-05-26,Daejeon,45
2165,2020-05-26,Ulsan,50
2167,2020-05-26,Gyeonggi-do,768
2168,2020-05-26,Gangwon-do,56
2169,2020-05-26,Chungcheongbuk-do,60
2170,2020-05-26,Chungcheongnam-do,145
2171,2020-05-26,Jeollabuk-do,21
2172,2020-05-26,Jeollanam-do,18
2173,2020-05-26,Gyeongsangbuk-do,1378
2174,2020-05-26,Gyeongsangnam-do,123
2175,2020-05-26,Jeju-do,14
2176,2020-05-27,Seoul,802
2177,2020-05-27,Busan,144
2178,2020-05-27,Daegu,6878
2179,2020-05-27,Incheon,158
2180,2020-05-27,Gwangju,30
2181,2020-05-27,Daejeon,45
2182,2020-05-27,Ulsan,50
2184,2020-05-27,Gyeonggi-do,774
2185,2020-05-27,Gangwon-do,56
2186,2020-05-27,Chungcheongbuk-do,60
2187,2020-05-27,Chungcheongnam-do,145
2188,2020-05-27,Jeollabuk-do,21
2189,2020-05-27,Jeollanam-do,18
2190,2020-05-27,Gyeongsangbuk-do,1378
2191,2020-05-27,Gyeongsangnam-do,123
2192,2020-05-27,Jeju-do,14
2193,2020-05-28,Seoul,826
2194,2020-05-28,Busan,145
2195,2020-05-28,Daegu,6880
2196,2020-05-28,Incheon,180
2197,2020-05-28,Gwangju,30
2198,2020-05-28,Daejeon,45
2199,2020-05-28,Ulsan,50
2201,2020-05-28,Gyeonggi-do,795
2202,2020-05-28,Gangwon-do,56
2203,2020-05-28,Chungcheongbuk-do,60
2204,2020-05-28,Chungcheongnam-do,146
2205,2020-05-28,Jeollabuk-do,21
2206,2020-05-28,Jeollanam-do,18
2207,2020-05-28,Gyeongsangbuk-do,1379
2208,2020-05-28,Gyeongsangnam-do,123
2209,2020-05-28,Jeju-do,14
2210,2020-05-29,Seoul,846
2211,2020-05-29,Busan,145
2212,2020-05-29,Daegu,6880
2213,2020-05-29,Incheon,198
2214,2020-05-29,Gwangju,30
2215,2020-05-29,Daejeon,45
2216,2020-05-29,Ulsan,50
2218,2020-05-29,Gyeonggi-do,815
2219,2020-05-29,Gangwon-do,56
2220,2020-05-29,Chungcheongbuk-do,60
2221,2020-05-29,Chungcheongnam-do,146
2222,2020-05-29,Jeollabuk-do,21
2223,2020-05-29,Jeollanam-do,18
2224,2020-05-29,Gyeongsangbuk-do,1379
2225,2020-05-29,Gyeongsangnam-do,123
2226,2020-05-29,Jeju-do,14
2227,2020-05-30,Seoul,855
2228,2020-05-30,Busan,146
2229,2020-05-30,Daegu,6882
2230,2020-05-30,Incheon,203
2231,2020-05-30,Gwangju,32
2232,2020-05-30,Daejeon,45
2233,2020-05-30,Ulsan,50
2235,2020-05-30,Gyeonggi-do,828
2236,2020-05-30,Gangwon-do,57
2237,2020-05-30,Chungcheongbuk-do,60
2238,2020-05-30,Chungcheongnam-do,146
2239,2020-05-30,Jeollabuk-do,21
2240,2020-05-30,Jeollanam-do,19
2241,2020-05-30,Gyeongsangbuk-do,1379
2242,2020-05-30,Gyeongsangnam-do,123
2243,2020-05-30,Jeju-do,14
2244,2020-05-31,Seoul,861
2245,2020-05-31,Busan,147
2246,2020-05-31,Daegu,6883
2247,2020-05-31,Incheon,206
2248,2020-05-31,Gwangju,32
2249,2020-05-31,Daejeon,46
2250,2020-05-31,Ulsan,52
2252,2020-05-31,Gyeonggi-do,840
2253,2020-05-31,Gangwon-do,57
2254,2020-05-31,Chungcheongbuk-do,60
2255,2020-05-31,Chungcheongnam-do,146
2256,2020-05-31,Jeollabuk-do,21
2257,2020-05-31,Jeollanam-do,19
2258,2020-05-31,Gyeongsangbuk-do,1379
2259,2020-05-31,Gyeongsangnam-do,123
2260,2020-05-31,Jeju-do,15
2261,2020-06-01,Seoul,862
2262,2020-06-01,Busan,147
2263,2020-06-01,Daegu,6884
2264,2020-06-01,Incheon,224
2265,2020-06-01,Gwangju,32
2266,2020-06-01,Daejeon,46
2267,2020-06-01,Ulsan,52
2269,2020-06-01,Gyeonggi-do,852
2270,2020-06-01,Gangwon-do,57
2271,2020-06-01,Chungcheongbuk-do,60
2272,2020-06-01,Chungcheongnam-do,146
2273,2020-06-01,Jeollabuk-do,21
2274,2020-06-01,Jeollanam-do,20
2275,2020-06-01,Gyeongsangbuk-do,1379
2276,2020-06-01,Gyeongsangnam-do,123
2277,2020-06-01,Jeju-do,15
2278,2020-06-02,Seoul,876
2279,2020-06-02,Busan,147
2280,2020-06-02,Daegu,6884
2281,2020-06-02,Incheon,232
2282,2020-06-02,Gwangju,32
2283,2020-06-02,Daejeon,46
2284,2020-06-02,Ulsan,52
2286,2020-06-02,Gyeonggi-do,867
2287,2020-06-02,Gangwon-do,57
2288,2020-06-02,Chungcheongbuk-do,60
2289,2020-06-02,Chungcheongnam-do,146
2290,2020-06-02,Jeollabuk-do,21
2291,2020-06-02,Jeollanam-do,20
2292,2020-06-02,Gyeongsangbuk-do,1379
2293,2020-06-02,Gyeongsangnam-do,123
2294,2020-06-02,Jeju-do,15
2295,2020-06-03,Seoul,895
2296,2020-06-03,Busan,147
2297,2020-06-03,Daegu,6885
2298,2020-06-03,Incheon,249
2299,2020-06-03,Gwangju,32
2300,2020-06-03,Daejeon,46
2301,2020-06-03,Ulsan,52
2303,2020-06-03,Gyeonggi-do,879
2304,2020-06-03,Gangwon-do,57
2305,2020-06-03,Chungcheongbuk-do,60
2306,2020-06-03,Chungcheongnam-do,146
2307,2020-06-03,Jeollabuk-do,21
2308,2020-06-03,Jeollanam-do,20
2309,2020-06-03,Gyeongsangbuk-do,1379
2310,2020-06-03,Gyeongsangnam-do,123
2311,2020-06-03,Jeju-do,15
2312,2020-06-04,Seoul,909
2313,2020-06-04,Busan,147
2314,2020-06-04,Daegu,6885
2315,2020-06-04,Incheon,256
2316,2020-06-04,Gwangju,32
2317,2020-06-04,Daejeon,46
2318,2020-06-04,Ulsan,52
2320,2020-06-04,Gyeonggi-do,894
2321,2020-06-04,Gangwon-do,57
2322,2020-06-04,Chungcheongbuk-do,60
2323,2020-06-04,Chungcheongnam-do,146
2324,2020-06-04,Jeollabuk-do,21
2325,2020-06-04,Jeollanam-do,20
2326,2020-06-04,Gyeongsangbuk-do,1380
2327,2020-06-04,Gyeongsangnam-do,123
2328,2020-06-04,Jeju-do,15
2329,2020-06-05,Seoul,924
2330,2020-06-05,Busan,147
2331,2020-06-05,Daegu,6886
2332,2020-06-05,Incheon,262
2333,2020-06-05,Gwangju,32
2334,2020-06-05,Daejeon,46
2335,2020-06-05,Ulsan,52
2337,2020-06-05,Gyeonggi-do,907
2338,2020-06-05,Gangwon-do,57
2339,2020-06-05,Chungcheongbuk-do,60
2340,2020-06-05,Chungcheongnam-do,147
2341,2020-06-05,Jeollabuk-do,21
2342,2020-06-05,Jeollanam-do,20
2343,2020-06-05,Gyeongsangbuk-do,1382
2344,2020-06-05,Gyeongsangnam-do,123
2345,2020-06-05,Jeju-do,15
2346,2020-06-06,Seoul,947
2347,2020-06-06,Busan,147
2348,2020-06-06,Daegu,6886
2349,2020-06-06,Incheon,273
2350,2020-06-06,Gwangju,32
2351,2020-06-06,Daejeon,46
2352,2020-06-06,Ulsan,52
2354,2020-06-06,Gyeonggi-do,915
2355,2020-06-06,Gangwon-do,58
2356,2020-06-06,Chungcheongbuk-do,60
2357,2020-06-06,Chungcheongnam-do,148
2358,2020-06-06,Jeollabuk-do,21
2359,2020-06-06,Jeollanam-do,20
2360,2020-06-06,Gyeongsangbuk-do,1383
2361,2020-06-06,Gyeongsangnam-do,124
2362,2020-06-06,Jeju-do,15
2363,2020-06-07,Seoul,974
2364,2020-06-07,Busan,147
2365,2020-06-07,Daegu,6887
2366,2020-06-07,Incheon,279
2367,2020-06-07,Gwangju,32
2368,2020-06-07,Daejeon,46
2369,2020-06-07,Ulsan,53
2371,2020-06-07,Gyeonggi-do,934
2372,2020-06-07,Gangwon-do,58
2373,2020-06-07,Chungcheongbuk-do,61
2374,2020-06-07,Chungcheongnam-do,148
2375,2020-06-07,Jeollabuk-do,21
2376,2020-06-07,Jeollanam-do,20
2377,2020-06-07,Gyeongsangbuk-do,1383
2378,2020-06-07,Gyeongsangnam-do,124
2379,2020-06-07,Jeju-do,15
2380,2020-06-08,Seoul,996
2381,2020-06-08,Busan,147
2382,2020-06-08,Daegu,6888
2383,2020-06-08,Incheon,283
2384,2020-06-08,Gwangju,32
2385,2020-06-08,Daejeon,46
2386,2020-06-08,Ulsan,53
2388,2020-06-08,Gyeonggi-do,942
2389,2020-06-08,Gangwon-do,58
2390,2020-06-08,Chungcheongbuk-do,61
2391,2020-06-08,Chungcheongnam-do,148
2392,2020-06-08,Jeollabuk-do,21
2393,2020-06-08,Jeollanam-do,20
2394,2020-06-08,Gyeongsangbuk-do,1383
2395,2020-06-08,Gyeongsangnam-do,124
2396,2020-06-08,Jeju-do,15
2397,2020-06-09,Seoul,1015
2398,2020-06-09,Busan,147
2399,2020-06-09,Daegu,6888
2400,2020-06-09,Incheon,286
2401,2020-06-09,Gwangju,32
2402,2020-06-09,Daejeon,46
2403,2020-06-09,Ulsan,53
2405,2020-06-09,Gyeonggi-do,955
2406,2020-06-09,Gangwon-do,58
2407,2020-06-09,Chungcheongbuk-do,61
2408,2020-06-09,Chungcheongnam-do,150
2409,2020-06-09,Jeollabuk-do,21
2410,2020-06-09,Jeollanam-do,20
2411,2020-06-09,Gyeongsangbuk-do,1383
2412,2020-06-09,Gyeongsangnam-do,125
2413,2020-06-09,Jeju-do,15
2414,2020-06-10,Seoul,1027
2415,2020-06-10,Busan,147
2416,2020-06-10,Daegu,6888
